"Paris Express","EFM:Thu 11 - 11.00 @CineStar 4, Sun 14 -  12.40 @CineStar 2","Herve Renoh (W/D)","Michael Youn, Geraldine Nakache, Jimmy Jean Louis, Didier Flamand, Catalina Denis","From multicultural Paris to designer Paris, Montmartre to the Champ-Elysees, sleazy sidewalks to high end galleries. Watch ou!  Sam the courier is a man on a mission!","","IT, SCAN, UK, OZ","EuropaCorp","","","",""
"Rose & Noir","EFM:Thu 11 - 5.00 pm @CineStar 4, Mon 15 - 12.15 @CineStar 2 ","Gerard  Jugnot (W/D)","Gerard Jugnot, Bernard le Coq","Paris 1577, King Henri III gives a famous couturier Pic Saint Loup a crucial diplomatic mission. He must go to Spain to make a magnificent gown for the wedding of the King's newphew to the daughter of a Spanish noble","","IT, SCAN, LA, INDO, UK, OZ","EuropaCorp","","","",""
"Seraphine","Completed","Martin Provost (W/D)","Yolande Moreau, ulrich Tukur","1912, in a little town North of Paris. Séraphine Louis, works as a maid for Madame Duphot, who rents an apartment to a German art critic and dealer, Wilhelm Uhde, an enthusiastic advocate of modern and “primitive” artists. In her spare time, Séraphine paints, with everything that comes to hand (wine, mud, fruits & flowers mixture).","","INDO, ME","EuropaCorp","","","",""
"The Sicilian Girl","Completed","Marco Amenta (W/D)","Veronica D'Agostino, Gerard Jugnot","Rome, 1992. What I want after my death is a funeral with very few people. Just those who helped me do justice. My mother shall absolutely not be present nor be allowed to see me after my death…» Those are the words RitaAtria sealed in her diary. On November 5, 1991, the 17-year-old Sicilian girl appeared before the anti-mafia judge to avenge the murders of her father and brother, both members of La Cosa Nostra. For the first time, a young girl from a Mafia family breaks the law of silence. From that moment, her days are numbered. She will only have 9 months left to live.","","SW, INDO, PORT, ME, UK","EuropaCorp","","","",""
"Sister Smile","Completed","Stijn Coninx","Cecile de France, Sandrine Blancke, Jan Decleir, Tsilla Chelton","The end of the 1950s, on the outskirts of Brussels. Like the rest of the young generationof the time, Jeannine Deckers has a thirst for freedom and adventure.There’s no question of her following the path her parents have chosen forher – finding a husband and taking over the family bakery. She wants a differentlife. To move away, to meet other people. After toying with art studies,she enters a convent.","","IT, SCAN, LA, INDO, PORT, ME, UK","EuropaCorp","","","",""
"Son of Babylon","EFM:Fri 12 - 9.15 am @CineStar 1, Tue 16 - 2.15 pm @CineStar 4Panorama:Fri 12 - 8 pm @CinemaxX 7  (press & ind), Sat 13 - 8.15 pm @CineStar 3, Sun 14 - 5.45 pm @CineStar 3 ","Mohamed al Daradji (W/D)","Yasser Talib, Shazada Hussein","Northern Iraq, 2003. Two weeks after the fall of Saddam Hussein. Ahmed, a 12-year-old Kurdish boy begrudgingly follows in the shadow of his grandmother. On hearing news that prisoners of war have been found alive in the South, she is determined to discover the fate of her missing son, Ahmed’s father, who never returned from the Gulf war.","","BLX, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","EuropaCorp","","","",""
"Arranged","In Development","Gary Winick","Jennifer Garner","tells the humorous, heartfelt story of two career oriented singles, both unlucky in love, who finally give in to their Estonian heritage and let their parents set them up in an arranged marriage.","","IT, SW, SCAN, INDO, PORT","Ex Film Dist","Rom Com","","",""
"Invasion of Privacy aka The Resident","Post Production/ 20M","Antti Jokinen (W/D)","Hilary Swank, Jeffrey Dean Morgan","Pretty young doctor Juliet Dermer moves to Brooklyn, settling into a new life in a stunning and spacious loft apartment. Soon she begins to suspect that she is not alone and quickly her fears become all too real. ","BLX: 600K","BLX, IT, SCAN, OZ","Ex Film Dist","Thriller","","",""
"Let Me In (based on LET THE RIGHT ONE IN)","Shooting now","Matt Reeves (W/D)","Kodi Smit-McPhee, Chloe Moretz, Richard Jenkins","Remake of the original horror hitA young, lonely boy befriends a new neighbor, a mysterious girl who is impervious to the ocld, can't eat solid foods and proclaims she can't be his friend…as the two grow closer, amidst swirling paranoia caused by multiple slayings in the town, he realizes that she is a vampire","US - Overture","IT, SW, SCAN, LA, INDO, PORT","Ex Film Dist","Arthouse Vampire Thriller","","",""
"Masked and Anonymous","","","","Library","","PORT","Ex Film Dist","","","",""
"Sliding Doors","","","","Library","","BLX, SW, PORT","Ex Film Dist","","","",""
"The Wake Wood","Market:Thursday 11th February at 17:30 – CinemaxX 4","David Keating (W/D)","Timothy Spall, Aidan Gillen, Evan Birthistle, Ella Connolly","Young parents relocate from the city to a remote rual community of Wake Wood, when their 9 year old daughter Alice dies. Sensing their loss, the people of Wake Wood introduce the couple to a secret, pagan ritual that will allow them 3 more days with Alice before she is returned to the ground forever.","","BLX, IT, SW, SCAN, INDO, OZ","Ex Film Dist","Horror","","",""
"The Way Back","Post Production/ 40M","Peter Weir (W/D)","Colin Farrell, Ed Harris, Jim Sturgess, Saoirse Ronan","Chronicles the escape of a small group of multi-national prinsoners from a Siberian gulag in 1940, and their epic journey of 8,000 miles across five hostile countries.","BLX: 1M","IT, SW (Theat and home vid), LA, PORT","Ex Film Dist","","","",""
"The Woman in Black","In Development, in Berlin","James Watkins","TBA","Whilst visiting a remote English village on business, young lawyer Arthur Kipps discovers that a series of inexplicable accidents and suicides have forced parents to barricade their children indoors, as if protecting them from an unseen foe. ","","BLX, FR, IT, SW, SCAN, LA, INDO, ME, PORT, UK, OZ","Ex Film Dist","Horror 3D","","",""
"Learning Italian","Pre production, shooting in April","","Kevin Costner","About two spies trying to get out of the espionage world who vacation together in Sicily and have to fend off attacks from their own government agencies . have script, Howard sold it already to a few territories (PORT, LA, SW) not anything special, SCAN - offer in (SM)","","FR, IT, SW, SCAN (has offer), LA, INDO, ME, PORT (has deal, but may fall through), UK (has offer), OZ","Falling Letters","Thriller","","",""
"Nicholas North","Pre production, shooting in April","","Jennifer Connelly, Julianne Moore","about santa claus as a young child, have script, offer in BLX; LA - offer in (SM)","","BLX, FR, IT, SW, INDO, ME, PORT, UK (has offer),  OZ","Falling Letters","","","",""
"BACIAMI ANCORA (Kiss Me Again)","EFM (private): –please RSVP by 9 Feb  sarah@fandangoportobello.comThur 11 – 1715 @Cinemax X 8Mon 15 – 0830 @Cinemax X2","Gabriele Muccino","Stefano Accorsi, Vittoria Puccini, Pierfrancesco Favino, Claudio Santamaria, Marco Cocci, Giorgio Pasotti","The original cast of Gabriele Muccino’s L’ULTIMO BACCI (The Last Kiss) are reunited after 10 years.  Carlo and his friends, now married (or separated) with kids and mortgages to cover, strengthen their bonds, discover new relationships, and rekindle old passions in their search for enduring love. A life-affirming homage to romance and friendship.    Italian trailer: http://www.youtube.com/fandango#p/u/4/ZdlEY-hEDm0","","BLX, SCAN, LA, INDO, PORT, ME, UK, OZ","Fandango Portobello Sales","","","",""
"MINE VAGANTI (Loose Cannons)","Panorama Special: Sat 13 Feb – 14.40 Cinestar 3 (Press) & 21.45 Zoopalast, Sun 14 Feb – 13.00 Cinemax X7, Mon 15 Feb – 14.00 International, Wed 17 Feb – 17.00 Cubix 9","Ferzan Ozpetek","Riccardo Scamarcio, Alessandro Preziosi and Nicole Grimaudo","Tommaso, the youngest child in the large, eccentric Cantone family, has come home for an important family dinner at which his father will hand over the management of the pasta factory to him and his brother.  Determined to assert his own personal choices, Tommaso plans to announce at the dinner that he is gay.  But just as he begins to say “silence please”, he is upstaged by his brother who, to everyone’s surprise, reveals his own secret! English subtitled trailer: http://www.vimeo.com/7898357 (p/w f@ndang0)","","BLX, FR, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Fandango Portobello Sales","","","",""
"Ceremony","Post Production","Max Winkler(W/D)","Michael Angarano, Uma Thurman","A bright, if somewhat starry-eyed, children’s book author who won't let anything stand in the way of winning back his first love. Least of all reality.","UK 750Italy 325","IT, UK","Film Nation","Rom Com","","",""
"House at the End of The Street","reading script","Mark Tonderai (HUSH)","","","France 1MItaly 800KBenelux 325KSwitz 125KPortugal 175KUK 1.25MScandi 275KLat Am 980K (w/o 1st run TV less 125K)Indo 40KAustralia 275K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Film Nation","Thriller","","",""
"King's Speech","Footage in Cannes 2010","","Geoffrey Rush, Colin Firth, Helena Bonham Carter, Guy Pearce, Michael Gambon","","IT: 1.75MSW: 150KINDO: 35K","SW, INDO","Film Nation (with TWC)","Costume Drama","","",""
"Oranges","Budget just under 10M, Shoots in April 2010","Julian Farino","Hugh Laurie, Catherine Keener","","France 1MUK 1.5MBenelux 325KSwitz 100KItaly 650KPortugal 200KLat Am 1.5M (first run pay TV 125K)Indonesia 20K","BLX, FR, IT, SW, LA, PORT, INDO, UK","Film Nation","","","",""
"Project D / Untitled Terence Malick Project","Pre Production","Terrence Malick","Christian Bale, Javier Bardem","Bale plays a reformed playboy who finally decides to commit to his girlfriend Kurylenko.  When she goes back home to see her son, Bale re-encounters old high school friend McAdams and finds that he is drawn to her in a way that he is not drawn to Kurylenko.  What’s better: to love someone or be in love with someone?? Bardem is a priest who Bale confides in, discusses life with and who advises him.  Bale works for an environmental protection group and finds out that some water treatment in the area is very dangerous for the locals with lots of schools, etc – many people at risk.  He speaks to his boss who basically offers him a pay off and bonus to keep his mouth shut.  Story is about moral questions that we face all the time and that make us think.  The film ends on a positive note – not depressing and is broader and more emotional than typical Malick.","Benelux 500KSwitz 200K (have offer already)UK 1.75MPortugal 200KAustralia 650KIndonesia 35K","BLX, SW,  INDO, PORT, ME, UK, OZ","Film Nation","","","",""
"Agnosia","Footage in Berlin office","Eugenio Mira","Eduardo Noriega (VANTAGE POINT, TRANSSIBERIAN), Martina Gedeck (THE LIVES OF OTHERS, MOSTLY MARTHA) and the beautiful new comer Barbara Goenaga (TIME CRIMES).","Joana Prats suffers from agnosia, a strange neuropsychological illness that affects her perception.  Although her eyes and ears are in perfect condition, her brain cannot interpret the stimuli she receives through them.  As the only one who knows the industrial secret left behind by her father, the enigmatic young girl will become the victim of a sinister plan to get the information out of her by taking advantage of her sensory confusion.  As the plot unfolds, the two men closest to her will become crucial to its outcome: Carles, Joana´s fiancé and her father´s right-hand man, and Vicent, a young, impulsive servant working at the Prats mansion.","","CHECK","Filmax","","","",""
"El Mal Ajeno (For the Good of Others)","EFM: Fri 12 - 14:30 @CineStar 3, Tue 16 - 19:00 @CinemaxX 10  Panorama: Fri 12 - 21:30 @Zoo Palast 1, Sat 13 -13:00 @CinemaxX 7 (market badge accepted), Sun 14 - 14:30 @Cubix 9, Mon 15 - 22:30 @Cubix 7 & 8","Oskar Santos","Eduardo Noriega (Transsiberian, Vantage Point) and Belén Rueda (The Orphanage)","Diego is a doctor so used to dealing with critical situations that he has become immune to the suffering of others. He has distanced himself from his work, his wife and his duties as a father. During a highly-charged confrontation with the lover of a patient, Diego is threatened with a gun. Hours later, he remembers nothing but the sound of a firearm going off, and the strange sensation of having been hit by more than a bullet. Diego will have to take an irrevocable decision affecting his own life and that of those he loves.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, CHECK: UK, OZ","Filmax","Supernatural Thriller","","",""
"EXORCISMUS","Promo in Berlin, In Production","Luis de la Madrid(”The Nun”)","Sophie VavasseurStephen BillingtonDouglas Bradley","Fear is taking over the residents of the High Cross housing estate. Recently ominous things have been inexplicably taking place… and there are rumours. John and Lucy Hawkins are desperate, medical tests have ruled out any illness, and yet their 14 year old daughter Suzy is getting worse by the day. Something is consuming her. Father Charles visits the Hawkins’ house; in his head he hears his brothers words “I need your help, as a priest”. It has been fifteen years since John and Charles last spoke to each other. John doesn’t believe in God or the Church. Charles comes out of Emma’s room. Lucy and John are waiting impatiently. Charles cannot hide his worry. He’s had a shock. Despite Charles daily visits to his niece Emma is getting steadily worse and the life of the Hawkins family is becoming a total nightmare… What is going on?","","BLX, FR, SW, SCAN,  INDO, CHECK: UK, OZ","Filmax","Horror","","",""
